doc_id	sent_id	token_id	token	lemma	pos	tag	dep	head_id	ner
wn-0000	1	126	remarkable	remarkable	ADJ	JJ	amod	127	O
wn-0000	1	127	legacy	legacy	NOUN	NN	pobj	123	O
wn-0000	1	128	.	.	PUNCT	.	punct	67	O
wn-0000	2	129	""""	""""	PUNCT	''	ROOT	129	O
wn-0000	3	131	HOP	HOP	PROPN	NNP	nsubj	133	O
wn-0000	3	132	will	will	AUX	MD	aux	133	O
wn-0000	3	133	tackle	tackle	VERB	VB	ROOT	133	O
wn-0000	3	134	three	three	NUM	CD	dobj	133	B-CARDINAL
wn-0000	3	135	of	of	ADP	IN	prep	134	O
wn-0000	3	136	the	the	DET	DT	det	140	O
wn-0000	3	137	most	most	ADV	RBS	advmod	138	O
wn-0000	3	138	central	central	ADJ	JJ	amod	140	O
wn-0000	3	139	intellectual	intellectual	ADJ	JJ	amod	140	O
wn-0000	3	140	issues	issue	NOUN	NNS	pobj	135	O
wn-0000	3	141	of	of	ADP	IN	prep	140	O
wn-0000	3	142	our	our	PRON	PRP$	poss	143	O
wn-0000	3	143	age	age	NOUN	NN	pobj	141	O
wn-0000	3	144	;	;	PUNCT	:	punct	133	O
wn-0000	3	145	the	the	DET	DT	det	146	O
wn-0000	3	146	nature	nature	NOUN	NN	conj	133	O
wn-0000	3	147	of	of	ADP	IN	prep	146	O
wn-0000	3	148	dark	dark	ADJ	JJ	amod	149	O
wn-0000	3	149	energy	energy	NOUN	NN	pobj	147	O
wn-0000	3	150	,	,	PUNCT	,	punct	146	O
wn-0000	3	151	the	the	DET	DT	det	152	O
wn-0000	3	152	nature	nature	NOUN	NN	conj	146	O
wn-0000	3	153	and	and	CCONJ	CC	cc	152	O
wn-0000	3	154	distribution	distribution	NOUN	NN	conj	152	O
wn-0000	3	155	of	of	ADP	IN	prep	152	O
wn-0000	3	156	dark	dark	ADJ	JJ	amod	157	O
wn-0000	3	157	matter	matter	NOUN	NN	pobj	155	O
wn-0000	3	158	,	,	PUNCT	,	punct	152	O
wn-0000	3	159	and	and	CCONJ	CC	cc	152	O
wn-0000	3	160	the	the	DET	DT	det	161	O
wn-0000	3	161	prevalence	prevalence	NOUN	NN	conj	152	O
wn-0000	3	162	of	of	ADP	IN	prep	161	O
wn-0000	3	163	planets	planet	NOUN	NNS	pobj	162	O
wn-0000	3	164	,	,	PUNCT	,	punct	161	O
wn-0000	3	165	including	include	VERB	VBG	prep	161	O
wn-0000	3	166	earths	earth	NOUN	NNS	pobj	165	O
wn-0000	3	167	,	,	PUNCT	,	punct	166	O
wn-0000	3	168	around	around	ADP	IN	prep	166	O
wn-0000	3	169	other	other	ADJ	JJ	amod	170	O
wn-0000	3	170	stars	star	NOUN	NNS	pobj	168	O
wn-0000	3	171	.	.	PUNCT	.	punct	133	O
wn-0000	4	173	Norman	Norman	PROPN	NNP	nsubj	174	B-PERSON
wn-0000	4	174	noted	note	VERB	VBD	ROOT	174	O
wn-0000	4	175	during	during	ADP	IN	prep	174	O
wn-0000	4	176	the	the	DET	DT	det	177	O
wn-0000	4	177	testimony	testimony	NOUN	NN	pobj	175	O
wn-0000	4	178	that	that	PRON	WDT	mark	181	O
wn-0000	4	179	HOP	HOP	PROPN	NNP	nsubj	181	O
wn-0000	4	180	would	would	AUX	MD	aux	181	O
wn-0000	4	181	be	be	AUX	VB	ccomp	174	O
wn-0000	4	182	,	,	PUNCT	,	punct	181	O
wn-0000	4	183	essentially	essentially	ADV	RB	advmod	181	O
wn-0000	4	184	,	,	PUNCT	,	punct	195	O
wn-0000	4	185	a	a	DET	DT	det	187	O
wn-0000	4	186	lighter	light	ADJ	JJR	amod	187	O
wn-0000	4	187	copy	copy	NOUN	NN	nsubj	195	O
wn-0000	4	188	of	of	ADP	IN	prep	187	O
wn-0000	4	189	the	the	DET	DT	det	192	O
wn-0000	4	190	Hubble	Hubble	PROPN	NNP	compound	192	B-SPACECRAFT
wn-0000	4	191	Space	Space	PROPN	NNP	compound	192	I-SPACECRAFT
wn-0000	4	192	Telescope	Telescope	PROPN	NNP	pobj	188	I-SPACECRAFT
wn-0000	4	193	and	and	CCONJ	CC	cc	187	O
wn-0000	4	194	would	would	AUX	MD	aux	195	O
wn-0000	4	195	include	include	VERB	VB	ccomp	174	O
wn-0000	4	196	two	two	NUM	CD	nummod	197	B-CARDINAL
wn-0000	4	197	instruments	instrument	NOUN	NNS	dobj	195	O
wn-0000	4	198	that	that	PRON	WDT	nsubjpass	200	O
wn-0000	4	199	were	be	AUX	VBD	auxpass	200	O
wn-0000	4	200	scheduled	schedule	VERB	VBN	relcl	197	O
wn-0000	4	201	for	for	ADP	IN	prep	200	O
wn-0000	4	202	installation	installation	NOUN	NN	pobj	201	O
wn-0000	4	203	on	on	ADP	IN	prep	202	O
wn-0000	4	204	the	the	DET	DT	det	205	O
wn-0000	4	205	Hubble	Hubble	PROPN	NNP	pobj	203	B-SPACECRAFT
wn-0000	4	206	:	:	PUNCT	:	punct	197	O
wn-0000	4	207	the	the	DET	DT	det	210	O
wn-0000	4	208	Cosmic	Cosmic	PROPN	NNP	compound	209	O
wn-0000	4	209	Origins	Origins	PROPN	NNP	compound	210	O
wn-0000	4	210	Spectrograph	Spectrograph	PROPN	NNP	appos	197	O
wn-0000	4	211	(	(	PUNCT	-LRB-	punct	210	O
wn-0000	4	212	COS	COS	PROPN	NNP	appos	210	O
wn-0000	4	213	)	)	PUNCT	-RRB-	punct	210	O
wn-0000	4	214	,	,	PUNCT	,	punct	210	O
wn-0000	4	215	the	the	DET	DT	det	218	B-ORG
wn-0000	4	216	Wide	Wide	PROPN	NNP	amod	217	I-ORG
wn-0000	4	217	Field	field	NOUN	NN	nmod	218	I-ORG
wn-0000	4	218	Camera	Camera	PROPN	NNP	appos	210	I-ORG
wn-0000	4	219	3	3	NUM	CD	nummod	218	I-ORG
wn-0000	4	220	(	(	PUNCT	-LRB-	punct	218	O
wn-0000	4	221	WFC3	WFC3	PROPN	NNP	appos	218	O
wn-0000	4	222	)	)	PUNCT	-RRB-	punct	218	O
wn-0000	4	223	,	,	PUNCT	,	punct	210	O
wn-0000	4	224	plus	plus	CCONJ	CC	cc	210	O
wn-0000	4	225	the	the	DET	DT	det	230	O
wn-0000	4	226	new	new	ADJ	JJ	amod	230	O
wn-0000	4	227	Very	very	ADV	RB	advmod	228	O
wn-0000	4	228	Wide	Wide	PROPN	NNP	amod	229	O
wn-0000	4	229	Field	field	NOUN	NN	compound	230	O
wn-0000	4	230	Imager	Imager	PROPN	NNP	conj	210	O
wn-0000	4	231	(	(	PUNCT	-LRB-	punct	230	O
wn-0000	4	232	VWFI	VWFI	PROPN	NNP	appos	230	B-ORG
wn-0000	4	233	)	)	PUNCT	-RRB-	punct	230	O
wn-0000	4	234	to	to	PART	TO	aux	236	O
wn-0000	4	235	be	be	AUX	VB	auxpass	236	O
wn-0000	4	236	paid	pay	VERB	VBN	relcl	210	O
wn-0000	4	237	for	for	ADP	IN	prep	236	O
wn-0000	4	238	and	and	CCONJ	CC	cc	236	O
wn-0000	4	239	provided	provide	VERB	VBN	conj	236	O
wn-0000	4	240	by	by	ADP	IN	agent	239	O
wn-0000	4	241	Japan	Japan	PROPN	NNP	pobj	240	B-GPE
wn-0000	4	242	.	.	PUNCT	.	punct	174	O
wn-0000	5	244	The	the	DET	DT	det	245	O
wn-0000	5	245	VWFI	VWFI	PROPN	NNP	nsubj	246	B-ORG
wn-0000	5	246	has	have	VERB	VBZ	ROOT	246	O
wn-0000	5	247	a	a	DET	DT	det	248	O
wn-0000	5	248	field	field	NOUN	NN	dobj	246	O
wn-0000	5	249	of	of	ADP	IN	prep	248	O
wn-0000	5	250	view	view	NOUN	NN	pobj	249	O
wn-0000	5	251	17	17	NUM	CD	nummod	252	B-CARDINAL
wn-0000	5	252	times	time	NOUN	NNS	npadvmod	253	O
wn-0000	5	253	greater	great	ADJ	JJR	advcl	246	O
wn-0000	5	254	the	the	DET	DT	det	256	O
wn-0000	5	255	advanced	advanced	ADJ	JJ	amod	256	O
wn-0000	5	256	camera	camera	NOUN	NN	dobj	253	O
wn-0000	5	257	on	on	ADP	IN	prep	256	O
wn-0000	5	258	board	board	NOUN	NN	pobj	257	O
wn-0000	5	259	the	the	DET	DT	det	260	O
wn-0000	5	260	Hubble	Hubble	PROPN	NNP	dobj	258	B-SPACECRAFT
wn-0000	5	261	now	now	ADV	RB	advmod	258	O
wn-0000	5	262	,	,	PUNCT	,	punct	246	O
wn-0000	5	263	and	and	CCONJ	CC	cc	246	O
wn-0000	5	264	is	be	AUX	VBZ	conj	246	O
wn-0000	5	265	3	3	NUM	CD	npadvmod	270	B-CARDINAL
wn-0000	5	266	-	-	SYM	SYM	punct	267	O
wn-0000	5	267	4	4	NUM	CD	prep	265	O
wn-0000	5	268	times	time	NOUN	NNS	quantmod	267	O
wn-0000	5	269	more	more	ADV	RBR	advmod	270	O
wn-0000	5	270	sensitive	sensitive	ADJ	JJ	acomp	264	O
wn-0000	5	271	at	at	ADP	IN	prep	270	O
wn-0000	5	272	critical	critical	ADJ	JJ	amod	273	O
wn-0000	5	273	wavelengths	wavelength	NOUN	NNS	pobj	271	O
wn-0000	5	274	.	.	PUNCT	.	punct	246	O
wn-0000	6	275	This	this	PRON	DT	nsubj	277	O
wn-0000	6	276	will	will	AUX	MD	aux	277	O
wn-0000	6	277	provide	provide	VERB	VB	ROOT	277	O
wn-0000	6	278	for	for	ADP	IN	prep	277	O
wn-0000	6	279	mapping	mapping	NOUN	NN	pobj	278	O
wn-0000	6	280	20	20	NUM	CD	nummod	281	B-CARDINAL
wn-0000	6	281	times	time	NOUN	NNS	npadvmod	282	O
wn-0000	6	282	faster	fast	ADV	RBR	advmod	277	O
wn-0000	6	283	than	than	SCONJ	IN	mark	284	O
wn-0000	6	284	achievable	achievable	ADJ	JJ	advcl	282	O
wn-0000	6	285	by	by	ADP	IN	prep	284	O
wn-0000	6	286	the	the	DET	DT	det	287	O
wn-0000	6	287	Hubble	Hubble	PROPN	NNP	pobj	285	B-SPACECRAFT
wn-0000	6	288	at	at	ADP	IN	prep	284	O
wn-0000	6	289	present	present	NOUN	NN	pobj	288	O
wn-0000	6	290	.	.	PUNCT	.	punct	277	O
wn-0000	7	292	The	the	DET	DT	det	293	O
wn-0000	7	293	COS	COS	PROPN	NNP	nsubj	295	B-ORG
wn-0000	7	294	would	would	AUX	MD	aux	295	O
wn-0000	7	295	make	make	VERB	VB	ROOT	295	O
wn-0000	7	296	possible	possible	ADJ	JJ	acomp	298	O
wn-0000	7	297	the	the	DET	DT	det	298	O
wn-0000	7	298	identification	identification	NOUN	NN	dobj	295	O
wn-0000	7	299	of	of	ADP	IN	prep	298	O
wn-0000	7	300	the	the	DET	DT	det	302	O
wn-0000	7	301	invisible	invisible	ADJ	JJ	amod	302	O
wn-0000	7	302	portion	portion	NOUN	NN	pobj	299	O
wn-0000	7	303	of	of	ADP	IN	prep	302	O
wn-0000	7	304	""""	""""	PUNCT	``	punct	303	O
wn-0000	7	305	ordinary	ordinary	ADJ	JJ	amod	306	O
wn-0000	7	306	matter	matter	NOUN	NN	pobj	303	O
wn-0000	7	307	,	,	PUNCT	,	punct	295	O
wn-0000	7	308	""""	""""	PUNCT	''	punct	295	O
wn-0000	7	309	potentially	potentially	ADV	RB	advmod	310	O
wn-0000	7	310	residing	reside	VERB	VBG	advcl	295	O
wn-0000	7	311	in	in	ADP	IN	prep	310	O
wn-0000	7	312	gigantic	gigantic	ADJ	JJ	amod	314	O
wn-0000	7	313	gas	gas	NOUN	NN	compound	314	O
wn-0000	7	314	clouds	cloud	NOUN	NNS	pobj	311	O
wn-0000	7	315	discovered	discover	VERB	VBN	acl	314	O
wn-0000	7	316	by	by	ADP	IN	agent	315	O
wn-0000	7	317	the	the	DET	DT	det	322	O
wn-0000	7	318	Chandra	Chandra	PROPN	NNP	nmod	319	B-PERSON
wn-0000	7	319	X	X	PROPN	NNP	compound	322	I-PERSON
wn-0000	7	320	-	-	NOUN	NN	compound	322	I-PERSON
wn-0000	7	321	ray	ray	NOUN	NN	compound	322	I-PERSON
wn-0000	7	322	Telescope	Telescope	PROPN	NNP	pobj	316	B-LOC
wn-0000	7	323	.	.	PUNCT	.	punct	295	O
wn-0000	8	325	""""	""""	PUNCT	``	punct	330	O
wn-0000	8	326	The	the	DET	DT	det	327	B-WORK_OF_ART
wn-0000	8	327	WFC3	WFC3	PROPN	NNP	nsubj	330	I-WORK_OF_ART
wn-0000	8	328	has	have	AUX	VBZ	aux	330	O
wn-0000	8	329	greatly	greatly	ADV	RB	advmod	330	O
wn-0000	8	330	enhanced	enhance	VERB	VBN	ROOT	330	O
wn-0000	8	331	power	power	NOUN	NN	dobj	330	O
wn-0000	8	332	for	for	ADP	IN	prep	331	O
wn-0000	8	333	discovery	discovery	NOUN	NN	pobj	332	O
wn-0000	8	334	in	in	ADP	IN	prep	333	O
wn-0000	8	335	the	the	DET	DT	det	336	O
wn-0000	8	336	blue	blue	NOUN	NN	pobj	334	O
wn-0000	8	337	and	and	CCONJ	CC	cc	336	O
wn-0000	8	338	the	the	DET	DT	det	340	O
wn-0000	8	339	red	red	ADJ	JJ	amod	340	O
wn-0000	8	340	region	region	NOUN	NN	conj	336	O
wn-0000	8	341	of	of	ADP	IN	prep	340	O
wn-0000	8	342	the	the	DET	DT	det	343	O
wn-0000	8	343	spectrum	spectrum	NOUN	NN	pobj	341	O
wn-0000	8	344	and	and	CCONJ	CC	cc	330	O
wn-0000	8	345	will	will	AUX	MD	aux	347	O
wn-0000	8	346	significantly	significantly	ADV	RB	advmod	347	O
wn-0000	8	347	enhance	enhance	VERB	VB	conj	330	O
wn-0000	8	348	studies	study	NOUN	NNS	dobj	347	O
wn-0000	8	349	of	of	ADP	IN	prep	348	O
wn-0000	8	350	galaxies	galaxy	NOUN	NNS	pobj	349	O
wn-0000	8	351	and	and	CCONJ	CC	cc	350	O
wn-0000	8	352	stars	star	NOUN	NNS	conj	350	O
wn-0000	8	353	.	.	PUNCT	.	punct	330	O
wn-0000	9	354	Its	its	PRON	PRP$	poss	356	O
wn-0000	9	355	infrared	infrared	ADJ	JJ	amod	356	O
wn-0000	9	356	capability	capability	NOUN	NN	nsubj	357	O
wn-0000	9	357	is	be	AUX	VBZ	ccomp	367	O
wn-0000	9	358	essential	essential	ADJ	JJ	acomp	357	O
wn-0000	9	359	to	to	ADP	IN	prep	358	O
wn-0000	9	360	studies	study	NOUN	NNS	pobj	359	O
wn-0000	9	361	of	of	ADP	IN	prep	360	O
wn-0000	9	362	dark	dark	ADJ	JJ	amod	363	O
wn-0000	9	363	energy	energy	NOUN	NN	pobj	361	O
wn-0000	9	364	,	,	PUNCT	,	punct	367	O
wn-0000	9	365	""""	""""	PUNCT	''	punct	367	O
wn-0000	9	366	Norman	Norman	PROPN	NNP	nsubj	367	B-PERSON
wn-0000	9	367	added	add	VERB	VBD	ROOT	367	O
wn-0000	9	368	.	.	PUNCT	.	punct	367	O
wn-0000	10	370	""""	""""	PUNCT	``	punct	373	O
wn-0000	10	371	The	the	DET	DT	det	372	O
wn-0000	10	372	decision	decision	NOUN	NN	nsubj	373	O
wn-0000	10	373	is	be	AUX	VBZ	ROOT	373	O
wn-0000	10	374	obvious	obvious	ADJ	JJ	acomp	373	O
wn-0000	10	375	.	.	PUNCT	.	punct	373	O
wn-0000	11	376	We	we	PRON	PRP	nsubj	378	O
wn-0000	11	377	must	must	AUX	MD	aux	378	O
wn-0000	11	378	continue	continue	VERB	VB	ROOT	378	O
wn-0000	11	379	with	with	ADP	IN	prep	378	O
wn-0000	11	380	the	the	DET	DT	det	382	O
wn-0000	11	381	Hubble	Hubble	PROPN	NNP	compound	382	B-SPACECRAFT
wn-0000	11	382	adventure	adventure	NOUN	NN	pobj	379	O
wn-0000	11	383	to	to	PART	TO	aux	384	O
wn-0000	11	384	explore	explore	VERB	VB	advcl	378	O
wn-0000	11	385	these	these	DET	DT	det	387	O
wn-0000	11	386	great	great	ADJ	JJ	amod	387	O
wn-0000	11	387	questions	question	NOUN	NNS	dobj	384	O
wn-0000	11	388	further	far	ADV	RB	advmod	384	O
wn-0000	11	389	,	,	PUNCT	,	punct	384	O
wn-0000	11	390	to	to	PART	TO	aux	391	O
wn-0000	11	391	understand	understand	VERB	VB	xcomp	378	O
wn-0000	11	392	more	more	ADV	RBR	advmod	393	O
wn-0000	11	393	fully	fully	ADV	RB	advmod	396	O
wn-0000	11	394	our	our	PRON	PRP$	poss	396	O
wn-0000	11	395	remarkable	remarkable	ADJ	JJ	amod	396	O
wn-0000	11	396	Universe	Universe	PROPN	NNP	dobj	391	B-PERSON
wn-0000	11	397	and	and	CCONJ	CC	cc	396	O
wn-0000	11	398	our	our	PRON	PRP$	poss	399	O
wn-0000	11	399	place	place	NOUN	NN	conj	396	O
wn-0000	11	400	in	in	ADP	IN	prep	399	O
wn-0000	11	401	it	it	PRON	PRP	pobj	400	O
wn-0000	11	402	.	.	PUNCT	.	punct	378	O
wn-0000	12	403	We	we	PRON	PRP	nsubj	405	O
wn-0000	12	404	must	must	AUX	MD	aux	405	O
wn-0000	12	405	do	do	VERB	VB	ccomp	430	O
wn-0000	12	406	this	this	PRON	DT	dobj	405	O
wn-0000	12	407	with	with	ADP	IN	prep	405	O
wn-0000	12	408	intense	intense	ADJ	JJ	amod	409	O
wn-0000	12	409	determination	determination	NOUN	NN	pobj	407	O
wn-0000	12	410	and	and	CCONJ	CC	cc	409	O
wn-0000	12	411	energy	energy	NOUN	NN	conj	409	O
wn-0000	12	412	and	and	CCONJ	CC	cc	405	O
wn-0000	12	413	thus	thus	ADV	RB	advmod	414	O
wn-0000	12	414	continue	continue	VERB	VBP	conj	405	O
wn-0000	12	415	to	to	PART	TO	aux	416	O
wn-0000	12	416	inspire	inspire	VERB	VB	xcomp	414	O
wn-0000	12	417	new	new	ADJ	JJ	amod	418	O
wn-0000	12	418	generations	generation	NOUN	NNS	dobj	416	O
wn-0000	12	419	with	with	ADP	IN	prep	416	O
wn-0000	12	420	the	the	DET	DT	det	421	O
wn-0000	12	421	wonder	wonder	NOUN	NN	pobj	419	O
wn-0000	12	422	and	and	CCONJ	CC	cc	421	O
wn-0000	12	423	thrill	thrill	NOUN	NN	conj	421	O
wn-0000	12	424	of	of	ADP	IN	prep	421	O
wn-0000	12	425	exploration	exploration	NOUN	NN	pobj	424	O
wn-0000	12	426	and	and	CCONJ	CC	cc	425	O
wn-0000	12	427	discovery	discovery	NOUN	NN	conj	425	O
wn-0000	12	428	,	,	PUNCT	,	punct	430	O
wn-0000	12	429	""""	""""	PUNCT	''	punct	430	O
wn-0000	12	430	concluded	conclude	VERB	VBD	ROOT	430	O
wn-0000	12	431	Norman	Norman	PROPN	NNP	nsubj	430	B-PERSON
wn-0000	12	432	.	.	PUNCT	.	punct	430	O
wn-0000	13	434	Colin	Colin	PROPN	NNP	compound	435	B-PERSON
wn-0000	13	435	Norman	Norman	PROPN	NNP	nsubjpass	437	I-PERSON
wn-0000	13	436	was	be	AUX	VBD	auxpass	437	O
wn-0000	13	437	educated	educate	VERB	VBN	ROOT	437	O
wn-0000	13	438	at	at	ADP	IN	prep	437	O
wn-0000	13	439	the	the	DET	DT	det	440	B-ORG
wn-0000	13	440	University	University	PROPN	NNP	pobj	438	I-ORG
wn-0000	13	441	of	of	ADP	IN	prep	440	I-ORG
wn-0000	13	442	Melbourne	Melbourne	PROPN	NNP	pobj	441	I-ORG
wn-0000	13	443	and	and	CCONJ	CC	cc	442	O
wn-0000	13	444	Oxford	Oxford	PROPN	NNP	compound	445	B-ORG
wn-0000	13	445	University	University	PROPN	NNP	conj	440	I-ORG
wn-0000	13	446	.	.	PUNCT	.	punct	437	O
